Latitude,Longitude,Temperature,Vial,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Species_Population
-25.52,151.45,20,1,0,1.2374044988436224,2.0107620350424793,0.659235669514738,1.7109098713934703,2.3683564671612185,2.370408222370432,1.0330488503229187,1.4424708791958838,1.195466884051953,1.915012159234016,0
-25.52,151.45,20,1,1,1.1118946735134891,1.8155007303056199,0.6100985808735444,1.5350764849776517,2.147251149995506,2.1503005243049755,0.9380266120349467,1.294567197007656,1.0668179150183614,1.9276823575707764,0
-25.52,151.45,20,1,0,1.2126061782089461,1.9857339172839634,0.6491048134005735,1.6735308593882627,2.3228187896640664,2.325363032441881,0.990720169450621,1.3907345148027437,1.140331690861132,1.9058865776583946,0
-25.52,151.45,20,1,1,1.1185620925240565,1.7153900801504849,0.59630735254356,1.4955241627702136,2.0908115858959984,2.08749903775409,0.957891952764102,1.2866645373989634,1.0595480382887161,1.8597501813917012,0
-25.52,151.45,20,2,0,1.215002494486786,1.9410772974519845,0.641556834833475,1.6636871398616548,2.303403912189117,2.301600186019932,1.0093961419090598,1.418036915764787,1.1499917002964164,1.8860341324232284,0
-25.52,151.45,20,2,1,1.1058032998123295,1.7961519640748902,0.5854036191623273,1.525886554862779,2.1078796859777773,2.111249095338038,0.9182275125496161,1.2899563083921073,1.0478497382484933,1.9100118341817265,0
-25.52,151.45,20,2,1,1.1269865143412805,1.8298588915656995,0.5955927890872598,1.5596863814249167,2.15704481931561,2.1526525816790163,0.9501447172553424,1.3074654333214373,1.0879551027860284,1.904929203697593,0
-25.52,151.45,20,2,1,1.103370960995881,1.772891270025211,0.5691655374092421,1.4894773514742314,2.057181704652464,2.066049227554365,0.9238142788183552,1.277954681668272,1.0624038771444275,1.867661570765204,0
-25.52,151.45,20,3,0,1.2130442055971,1.9963779553544907,0.6558164756382964,1.685508470841084,2.338454959981096,2.34929797170713,1.0041016742233868,1.422782159569774,1.1467951192722894,1.9311275443429088,0
-25.52,151.45,20,3,1,1.1148386498197789,1.7718439182668404,0.5983492835686008,1.505829228998594,2.1008050737409474,2.1025936137984016,0.9181568632136331,1.2718787083353384,1.0492246878124578,1.889380413768203,0
-25.52,151.45,20,3,0,1.1566468857057461,1.8582491244798618,0.6276521010966649,1.5867699944547602,2.218509771062131,2.219069122276704,0.9691437408426301,1.3508168524587285,1.0952313968264416,1.920996819189423,0
-25.52,151.45,20,3,1,1.1575477234972162,1.753351423647512,0.5768159234572899,1.5088962740562448,2.09089113117795,2.085535942894004,0.9576344053404632,1.3063790838655522,1.067725238288248,1.8024317576150748,0
-25.52,151.45,20,3,0,1.2405455977308402,1.9755160354288015,0.6506176494850026,1.6850417397783173,2.328112584062011,2.335893015567424,1.025434936031173,1.440133201929706,1.1540510531039732,1.8786974539763377,0
-25.52,151.45,20,4,0,1.2443321292232465,1.998202491649594,0.6473547786386561,1.682794170071492,2.326305183658583,2.329552188806926,1.030103482035065,1.4294393185670486,1.1869521433339494,1.8705682905157759,0
-25.52,151.45,20,4,1,1.1698498896561424,1.8428226856953214,0.6316454530102756,1.5406853220937131,2.1720109563787626,2.1691898993922463,0.9456427239590627,1.320988353766138,1.0919955850741667,1.8565475141853156,0
-25.52,151.45,20,4,1,1.1236081471983383,1.7234350904527767,0.6177269090692568,1.440796199715148,2.0565383202562266,2.0631952300377194,0.852234198112141,1.2076897696941387,0.9865400330063886,1.8304811178712377,0
-25.52,151.45,20,4,1,1.1077261047704479,1.7939256854185708,0.624091516559049,1.5058656323239652,2.1290133173976757,2.1290978774932516,0.9629346881957964,1.2999594868163031,1.103744340452061,1.92141423835583,0
-25.52,151.45,20,5,0,1.2243365057858226,1.9287624081320447,0.6569112280017468,1.6056615416532156,2.26229615688264,2.257930426946051,1.0127632221537095,1.3883888651906628,1.1633619869223897,1.8495044721836416,0
-25.52,151.45,20,5,1,1.1258415930677814,1.7200049542989388,0.6077943538889854,1.4583295028682233,2.065207126654532,2.0698929693753194,0.9843608788624351,1.2862751360278954,1.1051325363542073,1.8373844920394886,0
-25.52,151.45,20,5,0,1.2048741207618565,1.9844756398199153,0.6183973181188838,1.6801137822066996,2.2946776753405156,2.2994454432602036,1.003007983313661,1.409551830922369,1.155650813988177,1.907625970127843,0
-25.52,151.45,20,5,1,1.1224404730232682,1.8313087569921107,0.6044815442592417,1.5451046662062233,2.146329907421396,2.1581638584485594,0.9287074324805072,1.312143154663899,1.0548611844724547,1.9148963434954702,0
-25.52,151.45,20,5,0,1.2295480505607803,1.9646278785965814,0.6527738746660784,1.6272731369766809,2.2795253278232948,2.2770398972081183,1.0161693820247482,1.3936638931562093,1.191479688592514,1.8480776551806994,0
-25.52,151.45,20,6,0,1.2128438872607898,1.956678227588413,0.6608609685986852,1.657192385845948,2.3246529799308764,2.321918096892735,1.0204108901856834,1.434019925478098,1.1383643761603681,1.907226990743025,0
-25.52,151.45,20,6,1,1.0871049299219737,1.7673070161200588,0.5769405684919658,1.4881317046487836,2.066487591657424,2.058417109998604,0.9274767370421809,1.3039779068520287,1.0292303890151626,1.892824092212281,0
-25.52,151.45,20,6,0,1.2015652623900903,1.8977394525800098,0.614720509506214,1.5865960375982222,2.2031561855857307,2.201198461445491,0.9658939550865981,1.3628123704063861,1.1007772206600168,1.8267725086492486,0
-25.52,151.45,20,6,1,1.1500554274998922,1.8616649487439156,0.6002995221562555,1.5741728895750156,2.1693031451039833,2.1728892190542415,0.9325573338723258,1.3127306309968123,1.0752179209895272,1.8889593454841096,0
-25.52,151.45,20,6,0,1.2130254348521108,1.917400073900908,0.6564623463178579,1.6571966621502772,2.2929387532387877,2.2944880615259895,1.0167209500952705,1.420689256876594,1.1345703440330432,1.8877183284356103,0
-25.52,151.45,20,6,1,1.1369602269888945,1.7242242380408732,0.5868204690535282,1.4664497553968494,2.053120006571222,2.0545867783136322,0.9486380018648639,1.2900082673485995,1.062493617977598,1.8060774580330259,0
-25.52,151.45,20,7,0,1.1694947008204974,1.8147292187296356,0.6221508830024598,1.539124133455942,2.159375519357171,2.1526913544051665,0.9789785545181448,1.3459279771642647,1.094073535083574,1.8461893686541397,0
-25.52,151.45,20,7,1,1.1448937192390427,1.8318546462319791,0.5997425761175912,1.562630387456426,2.163440378963718,2.1629701466532008,0.9644335048970807,1.3450059022271397,1.072912442371261,1.8908204276184968,0
-25.52,151.45,20,7,0,1.213253348881529,1.982032415838881,0.6666952662004992,1.6400934712374993,2.305283259289888,2.307245153334128,1.029974502578754,1.43732229208228,1.1676900221597215,1.903564491070162,0
-25.52,151.45,20,7,1,1.107598079158541,1.8564205307232728,0.606915806845133,1.5844131010894575,2.1874180959278484,2.183647297091584,0.9693884810885257,1.335622501290237,1.0908913004093863,1.9771479694482348,0
-25.52,151.45,20,7,0,1.2695349383506107,1.9805413498247553,0.6677329360899065,1.6905579295015918,2.3562213651675283,2.3551998301877903,1.0377660475475023,1.4542714902362475,1.165909104586012,1.8525437358699177,0
-25.52,151.45,20,7,1,1.1260123574556078,1.8250113833070472,0.6338429367827505,1.5166710506978567,2.145106529826113,2.146896926584127,0.9456351096084578,1.3086801949435105,1.0823188305990792,1.9076954614811044,0
-25.52,151.45,20,8,0,1.229886990584223,1.9475195954446145,0.6601462436947078,1.662381341552776,2.3209032111479684,2.324006011439817,1.045267455745264,1.4316038959011548,1.178288968338782,1.8899032028187006,0
-25.52,151.45,20,8,1,1.1230765853856628,1.8321916080110277,0.5677583284699742,1.5787077910190261,2.147136456350154,2.134816516031934,0.9135361831252897,1.2956312325108692,1.0712132073843768,1.9075580818299724,0
-25.52,151.45,20,8,0,1.2139386880634817,1.9447053977895628,0.6410051381441303,1.6898927565105897,2.3349663129225733,2.330924866494938,0.9914630703709088,1.407533644187709,1.1177931572881656,1.9186008724942,0
-25.52,151.45,20,8,1,1.0984934084029918,1.8305829100856124,0.58265121128962,1.5483797261769863,2.1310754763150848,2.126711879617075,0.9151969147038084,1.2882793279570988,1.051036931409395,1.9392654556912114,0
-25.52,151.45,20,8,0,1.2323449469248196,2.00060063543967,0.6471712314237985,1.6936905507478908,2.342568726151634,2.3375552410650746,1.0294795845925595,1.4167482783219354,1.1907402325720893,1.8997742958173762,0
-25.52,151.45,20,8,1,1.1130893727493558,1.710219663700605,0.5670497083070539,1.5205406282640586,2.0902722157961104,2.0775565345046587,0.9395824511711423,1.279761554361707,1.0412131950176644,1.8754134639090714,0
-25.52,151.45,20,9,0,1.2246240499147134,1.9908256903897372,0.6463392116372443,1.7001755576331952,2.357799307993931,2.345374801697977,1.0205863651912637,1.4141502843238762,1.1720890450884185,1.9162645013993722,0
-25.52,151.45,20,9,1,1.13285001558379,1.7944456321122355,0.5861169732464546,1.5362494863840495,2.1310099520321657,2.1243276519775782,0.9186123406233094,1.30368793806318,1.0273249189393712,1.8738593876450875,0
-25.52,151.45,20,9,0,1.2815796724757473,2.0396493988266804,0.6629780328513007,1.692845720297166,2.3660110740382136,2.3578828925957995,1.0451460287599819,1.4537005320720842,1.1916774913994903,1.8392200526904114,0
-25.52,151.45,20,9,1,1.1370788580127427,1.756313207517609,0.598806760127508,1.4983301449375177,2.0952543282693443,2.0976360868155335,0.9572992501363355,1.2997223431531966,1.086757607389765,1.843412829298949,0
-25.52,151.45,20,9,0,1.2389056113857455,1.975241458419984,0.6530230876846156,1.6524216006191397,2.3117479293670415,2.2973208188595318,1.0091564720035504,1.4192113134165865,1.146539928702966,1.8567956101094947,0
-25.52,151.45,20,10,0,1.2306313349066076,1.932710741386928,0.6284372240590982,1.6751659323405392,2.3118347471255993,2.3037888334549614,1.013342259120518,1.4107106251205024,1.1491958355866092,1.8667671568732802,0
-25.52,151.45,20,10,1,1.1445989723267023,1.7857817799341988,0.6044947000560328,1.4900865094001545,2.0954143195396093,2.094592695693803,0.936125337188171,1.3046365111846718,1.0574211429075457,1.8272955947603955,0
-25.52,151.45,20,10,0,1.2323868656209196,1.9872970339326361,0.6781589772116883,1.6556419610290791,2.3301723296223664,2.331118067709575,1.0146710902213523,1.4104487690315426,1.1868494858251695,1.8936283894432766,0
-25.52,151.45,20,10,1,1.1352248003391034,1.8665322100791246,0.6212610586369925,1.5667922030813846,2.1908945632063044,2.1882460351034076,0.9589248664726667,1.3344575666796425,1.1006902115020398,1.924032670391543,0
-25.52,151.45,20,10,0,1.237558810947852,2.0078175522975363,0.635248646678306,1.7248945918658032,2.3657048154818097,2.366530779022662,1.042022362459163,1.4494128175700536,1.2038410758460683,1.9080206648187412,0
-25.52,151.45,25,1,0,1.132444409960044,1.7310799877856475,0.5946574570855404,1.4869544597849687,2.0732784287773978,2.0844176470542752,0.9208999249911249,1.249075089304685,1.0588999953487095,1.8328616975602696,0
-25.52,151.45,25,1,1,1.0947247242831117,1.6347484568780364,0.5770987899004127,1.3939190080127257,1.9671366360447118,1.958953915833369,0.8858042854749201,1.2078039347026395,0.9812057812773735,1.791727910352176,0
-25.52,151.45,25,1,0,1.1504320544781628,1.8523657691839857,0.6018093236373275,1.599116176414022,2.201916738149257,2.1902009027155116,0.9555931434342192,1.317788523100496,1.115320265283218,1.9032721306399132,0
-25.52,151.45,25,1,1,1.0906753551014465,1.7151004940852848,0.5816865888088143,1.4437156578823929,2.0257385273284765,2.017871320744357,0.892571211590873,1.2244351401487619,1.0246987467483613,1.8504021964153665,0
