Latitude,Longitude,Temperature,Vial,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Species_Population
-25.52,151.45,20,1,0,1.2335977615183724,2.0183399243765114,0.6536417533269813,1.7041204089894861,2.371384217546231,2.3800427845199104,1.0242785702332173,1.449220193431254,1.197240959762415,1.9216695370755004,0
-25.52,151.45,20,1,1,1.1195595129767575,1.8064963989194207,0.6117019831160653,1.5469837651281286,2.16177223978149,2.156928622332811,0.9367883941878103,1.2901303144668923,1.0556267017624295,1.924658425574703,0
-25.52,151.45,20,1,0,1.2251720880197712,1.967151485191152,0.6376780153758016,1.6749981931447797,2.301255412852804,2.306726678988939,0.9900794905620405,1.4097927225156297,1.1273590766976624,1.9005379964994815,0
-25.52,151.45,20,1,1,1.109435450517726,1.71095551791566,0.5980000979666407,1.505665913749169,2.0833840419128062,2.102508337576657,0.949438106446176,1.2970981239269337,1.0576035112916795,1.8600609636467733,0
-25.52,151.45,20,2,0,1.2089352570783238,1.9264630494753934,0.6363303229982403,1.6761263859333,2.2887569198877364,2.2997095038699764,1.0225630617615737,1.4188881193470533,1.125567495943145,1.8882326512773309,0
-25.52,151.45,20,2,1,1.0989095290530828,1.7840668409924763,0.5864427693072378,1.5104036925754827,2.1269872754277688,2.1200662314197274,0.9217958462169475,1.2605706231518312,1.0387739190203824,1.9125183860416934,0
-25.52,151.45,20,2,1,1.140870974685136,1.8303149205217313,0.5890388120895423,1.5637146441935645,2.182373573218373,2.1277062479171325,0.9582080964695748,1.2886730431834788,1.0845417566704185,1.8974021050170324,0
-25.52,151.45,20,2,1,1.098855433143665,1.7582581782369697,0.5691983892372219,1.4889467022717378,2.111390013347656,2.065439873908253,0.920614545307095,1.278143646714603,1.0657567299736517,1.8691537777111664,0
-25.52,151.45,20,3,0,1.2239816796623832,1.9805329397032077,0.6641300937109382,1.6837237745419285,2.360148351037754,2.3349562558796935,1.0034469651289164,1.4279555533441364,1.156650294408269,1.9337737083761275,0
-25.52,151.45,20,3,1,1.116444639324913,1.7520185235522359,0.5979214075827187,1.5332112692840472,2.1234671989349154,2.084194253591614,0.9109014986615128,1.2891747062152128,1.0504562549220078,1.884996956197312,0
-25.52,151.45,20,3,0,1.1444813116618848,1.8507249160503303,0.6258078681195148,1.5714435861751193,2.1895738891136256,2.228630672820092,0.961686457729503,1.3438444574634445,1.098830828333194,1.9287452236819043,0
-25.52,151.45,20,3,1,1.160779749919047,1.7264743340043713,0.5772389688092148,1.5048496437110472,2.053628385188852,2.074945694992444,0.9509429105454303,1.3027273743702046,1.06400879295094,1.8060843666662745,0
